name,img_source,ref,category,price,date
Кофе молотый Jacobs Monarch Original,/images/tovary/1816879.webp,/magazin/chizhik/kofe-molotiy/product/kofe-molotii-Jacobs-Monarch-Original,kofe-molotiy,269.0,05.02.2024
Кофе LAVESKO натуральный жареный молотый 250г,/images/tovary/1816969.webp,/magazin/chizhik/kofe-molotiy/product/kofe-LAVESKO-natyralnii-jarenii-molotii-250g,kofe-molotiy,199.0,05.02.2024
Маргарин МИОРЕ Универсальный марка МТ 60% 200г,/images/tovary/1816844.webp,/magazin/chizhik/maslo-slivochnoe/product/margarin-miore-universalnii-marka-mt-60-200g,maslo-slivochnoe,34.0,05.02.2024
Бульонные кубики бульон куриный Gallina Blanca с оливковым маслом,/images/tovary/1816988.webp,/magazin/chizhik/bulionnie-kubiki/product/bylonnie-kybiki-bylon-kyrinii-Gallina-Blanca-s-olivkovim-maslom,bulionnie-kubiki,29.0,05.02.2024
"Бедро куриное охлаждённое, вес 900 г",/images/tovary/1813620.webp,/magazin/chizhik/kurica/product/bedro-kyrinoe-ohlajdyonnoe--ves-900-g,kurica,179.0,04.02.2024
Кабачки 1.35 кг,/images/tovary/1811760.webp,/magazin/chizhik/ovoshchi/product/kabachki-1-35-kg,ovoshchi,269.0,03.02.2024
Апельсины 1.03 кг,/images/tovary/1694553.webp,/magazin/chizhik/frukty/product/apelsini-1-03-kg,frukty,123.0,03.02.2024
Мандарины 1.02 кг,/images/tovary/1700371.webp,/magazin/chizhik/frukty/product/mandarini-1-02-kg,frukty,142.0,03.02.2024
Килька каспийская пряного посола Балтийский берег 400 г,/images/tovary/1811755.webp,/magazin/chizhik/ryba/product/kilka-kaspiiskaya-pryanogo-posola-baltiiskii-bereg-400-g,ryba,49.0,03.02.2024
"Ассорти из томатов и огурцов Globus маринованное, 720мл",/images/tovary/1761680.webp,/magazin/chizhik/ovoshnie-konservy/product/assorti-iz-tomatov-i-ogyrcov-Globus-marinovannoe--720ml,ovoshnie-konservy,99.0,03.02.2024
"Пломбир Светаево ванильный 14%, 100г",/images/tovary/1183076.webp,/magazin/chizhik/morozhenoe/product/plombir-svetaevo-vanilnii-14--100g,morozhenoe,39.0,03.02.2024
"Пломбир Светаево шоколадный 12%, 100г",/images/tovary/1183089.webp,/magazin/chizhik/morozhenoe/product/plombir-svetaevo-shokoladnii-12--100g,morozhenoe,39.0,03.02.2024
"Мороженое пломбир Светаево крем-брюле в вафельном стаканчике 15%, 100г",/images/tovary/1183397.webp,/magazin/chizhik/morozhenoe/product/morojenoe-plombir-svetaevo-krem-brule-v-vafelnom-stakanchike-15--100g,morozhenoe,39.0,03.02.2024
Печенье Маковая Росинка сдобное 400г,/images/tovary/1370158.webp,/magazin/chizhik/pechenie/product/pechene-makovaya-rosinka-sdobnoe-400g,pechenie,79.0,03.02.2024
Жевательная резинка Dirol Мята без сахара 14 г,/images/tovary/1811762.webp,/magazin/chizhik/zhvachka/product/jevatelnaya-rezinka-Dirol-myata-bez-sahara-14-g,zhvachka,22.0,03.02.2024
Суп куриный Суперсуп с настоящим мясом 70 г,/images/tovary/1694559.webp,/magazin/chizhik/bakaleya/product/syp-kyrinii-sypersyp-s-nastoyashim-myasom-70-g,bakaleya,23.0,03.02.2024
Кофе Monarch Original жареный молотый,/images/tovary/1811757.webp,/magazin/chizhik/kofe-molotiy/product/kofe-Monarch-Original-jarenii-molotii,kofe-molotiy,99.0,03.02.2024
Шиповник растворимый Бабушкин хуторок порошок 75 г,/images/tovary/1067963.webp,/magazin/chizhik/kofe-chay/product/shipovnik-rastvorimii-babyshkin-hytorok-poroshok-75-g,kofe-chay,59.0,03.02.2024
Лук репчатый 900 г,/images/tovary/1694550.webp,/magazin/chizhik/ovoshchi/product/lyk-repchatii-900-g,ovoshchi,26.0,02.02.2024
Грейпфрут красный 1.2 кг,/images/tovary/1694596.webp,/magazin/chizhik/frukty/product/greipfryt-krasnii-1-2-kg,frukty,155.0,02.02.2024
Лопатка свиная бескостная охлаждённая 1 кг,/images/tovary/1694570.webp,/magazin/chizhik/svinina/product/lopatka-svinaya-beskostnaya-ohlajdyonnaya-1-kg,svinina,299.0,02.02.2024
Торт Delibon Классический вафельный 240г,/images/tovary/1183452.webp,/magazin/chizhik/torty/product/tort-Delibon-klassicheskii-vafelnii-240g,torty,99.0,02.02.2024
Торт Медовик Черёмушки с натуральным мёдом 380 г,/images/tovary/1748509.webp,/magazin/chizhik/torty/product/tort-medovik-cheryomyshki-s-natyralnim-myodom-380-g,torty,129.0,02.02.2024
"Дрожжи сухие Dr.Bakers 7г, Россия",/images/tovary/1183525.webp,/magazin/chizhik/muka/product/drojji-syhie-Dr-Bakers-7g--rossiya,muka,19.0,02.02.2024
Конфеты Маска шоколадные 250гр,/images/tovary/1360823.webp,/magazin/chizhik/konfety/product/konfeti-maska-shokoladnie-250gr,konfety,129.0,01.02.2024
"Конфеты Райские Облака суфле Три шоколада, 200 г",/images/tovary/1076419.webp,/magazin/chizhik/konfety/product/konfeti-raiskie-oblaka-syfle-tri-shokolada--200-g,konfety,79.0,01.02.2024
"КОНФЕТЫ ЗАДОРНАЯ ПЧЁЛКА желейные, микс, 1 кг",/images/tovary/1809437.webp,/magazin/chizhik/konfety/product/konfeti-zadornaya-pchyolka-jeleinie--miks--1-kg,konfety,199.0,01.02.2024
"СЛОЙКА ТОПИК малина, Пампини, 600 г",/images/tovary/1809433.webp,/magazin/chizhik/sladosti/product/sloika-topik-malina--pampini--600-g,sladosti,189.0,01.02.2024
"КОТ БАТОН С СЕРДЕЧКАМИ в ассортименте, 90 см",/images/tovary/1809428.webp,/magazin/chizhik/baton/product/kot-baton-s-serdechkami-v-assortimente--90-sm,baton,599.0,01.02.2024
"Шоколад Сникерс с карамелью и арахисом, мультипак 4х40 г",/images/tovary/1805026.webp,/magazin/chizhik/shokolad/product/shokolad-snikers-s-karamelu-i-arahisom--myltipak-4h40-g,shokolad,89.0,31.01.2024
Масло подсолнечное Altero Golden с добавлением оливкового 810 мл,/images/tovary/1757376.webp,/magazin/chizhik/maslo/product/maslo-podsolnechnoe-Altero-Golden-s-dobavleniem-olivkovogo-810-ml,maslo,109.0,31.01.2024
Йогурт Даниссимо Фантазия 6.9% с Хрустящими Шариками 105 г,/images/tovary/1805027.webp,/magazin/chizhik/yogurt/product/iogyrt-danissimo-fantaziya-6-9-s-hrystyashimi-sharikami-105-g,yogurt,49.0,31.01.2024
Конфеты Райские Облака суфле три шоколада 200 г,/images/tovary/258979.webp,/magazin/chizhik/konfety/product/konfeti-raiskie-oblaka-syfle-tri-shokolada-200-g,konfety,79.0,30.01.2024
Соус Heinz Сырный 240 г,/images/tovary/1802454.webp,/magazin/chizhik/sous/product/soys-Heinz-sirnii-240-g,sous,79.0,30.01.2024
Шампиньоны Маркет Fresh 400 г,/images/tovary/1802453.webp,/magazin/chizhik/zamorozhennie-griby/product/shampinoni-market-Fresh-400-g,zamorozhennie-griby,129.0,30.01.2024
"Бедро куриное охлаждённое, вес 929 г",/images/tovary/1802457.webp,/magazin/chizhik/kurica/product/bedro-kyrinoe-ohlajdyonnoe--ves-929-g,kurica,185.0,30.01.2024
Кофе молотый Jacobs Monarch Original 230 г,/images/tovary/1800557.webp,/magazin/chizhik/kofe-molotiy/product/kofe-molotii-Jacobs-Monarch-Original-230-g,kofe-molotiy,269.0,29.01.2024
Шоколад  Вдохновение  100 г,/images/tovary/1798241.webp,/magazin/chizhik/shokolad/product/shokolad--vdohnovenie--100-g,shokolad,69.0,27.01.2024
Шоколад горький Бабаевский классический 55 % какао 90 г,/images/tovary/1798242.webp,/magazin/chizhik/shokolad/product/shokolad-gorkii-babaevskii-klassicheskii-55--kakao-90-g,shokolad,64.0,27.01.2024
Шоколадный набор Snickers Mixed Minis bag 278 г,/images/tovary/1798245.webp,/magazin/chizhik/shokolad/product/shokoladnii-nabor-Snickers-Mixed-Minis-bag-278-g,shokolad,229.0,27.01.2024
Шоколад Бабаевский Горький Элитный 75% Какао 90г,/images/tovary/431906.jpg,/magazin/chizhik/shokolad/product/shokolad-babaevskii-gorkii-elitnii-75-kakao-90g,shokolad,64.0,27.01.2024
"Шоколад Kinder Chocolate молочный с молочной начинкой, порционный 100 г",/images/tovary/1798170.webp,/magazin/chizhik/shokolad/product/shokolad-Kinder-Chocolate-molochnii-s-molochnoi-nachinkoi--porcionnii-100-g,shokolad,119.0,27.01.2024
Шоколад молочный ТМ Аленка 90 г,/images/tovary/1798280.webp,/magazin/chizhik/shokolad/product/shokolad-molochnii-tm-alenka-90-g,shokolad,59.0,27.01.2024
Батончик шоколадный Snickers Super 80 г,/images/tovary/1798282.webp,/magazin/chizhik/shokolad/product/batonchik-shokoladnii-Snickers-Super-80-g,shokolad,49.0,27.01.2024
Пирожное  Мишка Барни  Большевик 150 г,/images/tovary/1798270.webp,/magazin/chizhik/pirozhnie/product/pirojnoe--mishka-barni--bolshevik-150-g,pirozhnie,79.0,27.01.2024
Бисквиты Orion Choco Pie в шоколаде 180 г,/images/tovary/1798272.webp,/magazin/chizhik/pirozhnie/product/biskviti-Orion-Choco-Pie-v-shokolade-180-g,pirozhnie,69.0,27.01.2024
Кексы мини Юбилейное Какао с кусочками шоколада 140 г,/images/tovary/1798238.webp,/magazin/chizhik/keksy/product/keksi-mini-ubileinoe-kakao-s-kysochkami-shokolada-140-g,keksy,99.0,27.01.2024
Сахар прессованный 1 кг,/images/tovary/1706964.webp,/magazin/chizhik/sugar/product/sahar-pressovannii-1-kg,sugar,79.0,27.01.2024
Кофе Nescafé Gold натуральный растворимый с добавлением молотого,/images/tovary/1798247.webp,/magazin/chizhik/kofe/product/kofe-Nescafé-Gold-natyralnii-rastvorimii-s-dobavleniem-molotogo,kofe,399.0,27.01.2024
Конфеты КРАСНЫЙ ОКТЯБРЬ Ласточка 250 г,/images/tovary/1394208.webp,/magazin/chizhik/konfety/product/konfeti-krasnii-oktyabr-lastochka-250-g,konfety,99.0,27.01.2024
Конфеты с шоколадной глазурью маска ТМ Ротфронт 250 г,/images/tovary/1798248.webp,/magazin/chizhik/konfety/product/konfeti-s-shokoladnoi-glazyru-maska-tm-rotfront-250-g,konfety,129.0,27.01.2024
Конфеты Raffaello с цельным миндальным орехом в кокосовой обсыпке 150 г,/images/tovary/1798259.webp,/magazin/chizhik/konfety/product/konfeti-Raffaello-s-celnim-mindalnim-orehom-v-kokosovoi-obsipke-150-g,konfety,299.0,27.01.2024
Конфеты шоколадные Белочка Бабаевский 200 г,/images/tovary/1798273.webp,/magazin/chizhik/konfety/product/konfeti-shokoladnie-belochka-babaevskii-200-g,konfety,139.0,27.01.2024
Хлебцы Щедрые тонкие ржаные 170 г,/images/tovary/1798246.webp,/magazin/chizhik/hlebcy/product/hlebci-shedrie-tonkie-rjanie-170-g,hlebcy,79.0,27.01.2024
Лапша «Доширак» с курицей 90 г,/images/tovary/1798263.webp,/magazin/chizhik/makarony/product/lapsha-doshirak-s-kyricei-90-g,makarony,49.0,27.01.2024
Разрыхлитель теста ТМ Bakers (Доктор Бейкерс) 10 г,/images/tovary/1798236.webp,/magazin/chizhik/muka/product/razrihlitel-testa-tm-Bakers-doktor-beikers-10-g,muka,9.0,27.01.2024
Мука Makfa пшеничная высшего сорта 1 кг,/images/tovary/1798284.webp,/magazin/chizhik/muka/product/myka-Makfa-pshenichnaya-visshego-sorta-1-kg,muka,49.0,27.01.2024
Мини-круассаны 7 Days с кремом Ваниль 300г,/images/tovary/1798243.webp,/magazin/chizhik/sladkaya-vipechka/product/mini-kryassani-7-Days-s-kremom-vanil-300g,sladkaya-vipechka,119.0,27.01.2024
Печенье PEKKER S заварное с изюмом 500г,/images/tovary/1324222.webp,/magazin/chizhik/pechenie/product/pechene-PEKKER-S-zavarnoe-s-izumom-500g,pechenie,119.0,27.01.2024
Соус Heinz Сырный с чесноком 240 г,/images/tovary/1798240.webp,/magazin/chizhik/sous/product/soys-Heinz-sirnii-s-chesnokom-240-g,sous,79.0,27.01.2024
Паста ореховая «Nutella» 350 г,/images/tovary/1798239.webp,/magazin/chizhik/sladosti/product/pasta-orehovaya-Nutella-350-g,sladosti,349.0,27.01.2024
Палочки кукурузные Кузя Лакомкин XL Сладкие 190 г,/images/tovary/1798264.webp,/magazin/chizhik/sladosti/product/palochki-kykyryznie-kyzya-lakomkin-XL-sladkie-190-g,sladosti,49.0,27.01.2024
Яйцо из молочного шоколада Kinder Сюрприз с игрушкой внутри Космическая серия 20 г,/images/tovary/1798275.webp,/magazin/chizhik/sladosti/product/yaico-iz-molochnogo-shokolada-Kinder-surpriz-s-igryshkoi-vnytri-kosmicheskaya-seriya-20-g,sladosti,79.0,27.01.2024
Кисломолочный продукт Актимуно гранат и цинк 1.5% 95 г,/images/tovary/1798253.webp,/magazin/chizhik/kislomolochnie-produkty/product/kislomolochnii-prodykt-aktimyno-granat-i-cink-1-5-95-g,kislomolochnie-produkty,26.0,27.01.2024
"Йогурт Растишка обогащенный клубника 2,6% 70 мл",/images/tovary/1798244.webp,/magazin/chizhik/yogurt/product/iogyrt-rastishka-obogashennii-klybnika-2-6-70-ml,yogurt,35.0,27.01.2024
Йогурт Даниссимо Фантазия 6.9% с Хрустящими Шариками,/images/tovary/1089243.webp,/magazin/chizhik/yogurt/product/iogyrt-danissimo-fantaziya-6-9-s-hrystyashimi-sharikami,yogurt,49.0,27.01.2024
Йогурт Данон Растишка яблоко груша печенье 3% Россия,/images/tovary/1798261.webp,/magazin/chizhik/yogurt/product/iogyrt-danon-rastishka-yabloko-grysha-pechene-3-rossiya,yogurt,44.0,27.01.2024
Кукурузные палочки кукурузные Cheetos Сыр 85 г,/images/tovary/1798256.webp,/magazin/chizhik/chipsy/product/kykyryznie-palochki-kykyryznie-Cheetos-sir-85-g,chipsy,69.0,27.01.2024
Чипсы картофельные Lay s Stax Королевский краб 140 г,/images/tovary/1798278.webp,/magazin/chizhik/chipsy/product/chipsi-kartofelnie-Lay-s-Stax-korolevskii-krab-140-g,chipsy,169.0,27.01.2024
Семечки подсолнечника жареные AgroSputnik Богучарские очищенные 75 г,/images/tovary/1798265.webp,/magazin/chizhik/orehi-semechki/product/semechki-podsolnechnika-jarenie-AgroSputnik-bogycharskie-ochishennie-75-g,orehi-semechki,29.0,27.01.2024
"Пастила «Белевская пастильная» мануфактура классическая, 200 г",/images/tovary/810791.webp,/magazin/chizhik/pastila/product/pastila-belevskaya-pastilnaya-manyfaktyra-klassicheskaya--200-g,pastila,149.0,27.01.2024
"Чай травяной Greenfield Summer Bouquet в пакетиках, 25 шт.",/images/tovary/1798283.webp,/magazin/chizhik/chaj/product/chai-travyanoi-Greenfield-Summer-Bouquet-v-paketikah--25-sht-,chaj,87.0,27.01.2024
Коктейль Молочный Чудо Шоколад 3% 200 Мл,/images/tovary/1500271.webp,/magazin/chizhik/molochnie-produkti/product/kokteil-molochnii-chydo-shokolad-3-200-ml,molochnie-produkti,39.0,27.01.2024
Майонез Московский провансаль классический 67% 390 мл,/images/tovary/361987.webp,/magazin/chizhik/majonez/product/maionez-moskovskii-provansal-klassicheskii-67-390-ml,majonez,89.0,27.01.2024
"Творожок с хрустящими шариками в шоколадной глазури 7,2% ТМ Даниссимо 130 г",/images/tovary/1798250.webp,/magazin/chizhik/tvorozhki/product/tvorojok-s-hrystyashimi-sharikami-v-shokoladnoi-glazyri-7-2-tm-danissimo-130-g,tvorozhki,49.0,27.01.2024
"Кофе молотый ЖОКЕЙ По-Восточному натур. жареный м/у, Россия, 250 г",/images/tovary/573546.webp,/magazin/chizhik/kofe-molotiy/product/kofe-molotii-jokei-po-vostochnomy-natyr--jarenii-m-y--rossiya--250-g,kofe-molotiy,199.0,27.01.2024
Кофе зерновой JACOBS Monarch натуральный жареный 230 г,/images/tovary/1798279.webp,/magazin/chizhik/kofe-zerny/product/kofe-zernovoi-JACOBS-Monarch-natyralnii-jarenii-230-g,kofe-zerny,269.0,27.01.2024
Бульонные кубики бульон куриный Gallina Blanca с оливковым маслом 10 г,/images/tovary/1798249.webp,/magazin/chizhik/bulionnie-kubiki/product/bylonnie-kybiki-bylon-kyrinii-Gallina-Blanca-s-olivkovim-maslom-10-g,bulionnie-kubiki,29.0,27.01.2024
Перец красный сладкий 600 г,/images/tovary/1694530.webp,/magazin/chizhik/ovoshchi/product/perec-krasnii-sladkii-600-g,ovoshchi,155.0,26.01.2024
Яблоки сезонные 900 г,/images/tovary/1694560.webp,/magazin/chizhik/frukty/product/yabloki-sezonnie-900-g,frukty,89.0,26.01.2024
Баклажаны Greenola Имам-Баялды со сладким перцем в томатном соусе 675г,/images/tovary/1182992.webp,/magazin/chizhik/ovoshnie-konservy/product/baklajani-Greenola-imam-bayaldi-so-sladkim-percem-v-tomatnom-soyse-675g,ovoshnie-konservy,99.0,26.01.2024
Конфеты Птичье молоко Рот Фронт 225 г,/images/tovary/1694517.webp,/magazin/chizhik/konfety/product/konfeti-ptiche-moloko-rot-front-225-g,konfety,99.0,26.01.2024
Вафельные конфеты коровка вкус шоколада ТМ Ротфронт 250 г,/images/tovary/1694582.webp,/magazin/chizhik/konfety/product/vafelnie-konfeti-korovka-vkys-shokolada-tm-rotfront-250-g,konfety,89.0,26.01.2024
Хлебцы Хлебцы Молодцы пшенично-ржаные 100 г,/images/tovary/1694513.webp,/magazin/chizhik/hlebcy/product/hlebci-hlebci-molodci-pshenichno-rjanie-100-g,hlebcy,19.0,26.01.2024
Чипсы Brunchers из натурального картофеля со вкусом сыра 250г,/images/tovary/1183174.webp,/magazin/chizhik/chipsy/product/chipsi-Brunchers-iz-natyralnogo-kartofelya-so-vkysom-sira-250g,chipsy,149.0,26.01.2024
Чипсы Brunchers из натурального картофеля со вкусом сметаны и лука 250г,/images/tovary/1183243.webp,/magazin/chizhik/chipsy/product/chipsi-Brunchers-iz-natyralnogo-kartofelya-so-vkysom-smetani-i-lyka-250g,chipsy,149.0,26.01.2024
Чипсы Brunchers из натурального картофеля с солью 250г,/images/tovary/1183408.webp,/magazin/chizhik/chipsy/product/chipsi-Brunchers-iz-natyralnogo-kartofelya-s-solu-250g,chipsy,149.0,26.01.2024
Чипсы Brunchers из натурального картофеля со вкусом бекона 250г,/images/tovary/1183500.webp,/magazin/chizhik/chipsy/product/chipsi-Brunchers-iz-natyralnogo-kartofelya-so-vkysom-bekona-250g,chipsy,149.0,26.01.2024
"Сливки Светаево питьевые ультрапастеризованные 10%, 500г",/images/tovary/1183382.webp,/magazin/chizhik/slivki/product/slivki-svetaevo-pitevie-yltrapasterizovannie-10--500g,slivki,89.0,26.01.2024
"Масло сладкосливочное Светаево Крестьянское несолёное 72.5%, 180г",/images/tovary/1183479.webp,/magazin/chizhik/maslo-slivochnoe/product/maslo-sladkoslivochnoe-svetaevo-krestyanskoe-nesolyonoe-72-5--180g,maslo-slivochnoe,104.0,26.01.2024
Стейк грудки ВЕРНЕР из мяса индейки охлажденный 500г,/images/tovary/1182971.webp,/magazin/chizhik/indeyka/product/steik-grydki-verner-iz-myasa-indeiki-ohlajdennii-500g,indeyka,279.0,26.01.2024
Минтай Доброфлот филе без кожи 400 г,/images/tovary/1796323.webp,/magazin/chizhik/ohlazhdennaya-riba/product/mintai-dobroflot-file-bez-koji-400-g,ohlazhdennaya-riba,199.0,26.01.2024
"Масло подсолнечное Altero Golden с добавлением оливкового, 810мл",/images/tovary/605516.webp,/magazin/chizhik/maslo/product/maslo-podsolnechnoe-Altero-Golden-s-dobavleniem-olivkovogo--810ml,maslo,109.0,25.01.2024
"Мини-кексы ЮБИЛЕЙНОЕ с кусоч. молочного шоколада, Франция, 140 г",/images/tovary/333154.webp,/magazin/chizhik/keksy/product/mini-keksi-ubileinoe-s-kysoch--molochnogo-shokolada--franciya--140-g,keksy,99.0,25.01.2024
Набор конфет Minis Mix 278 г,/images/tovary/1795240.webp,/magazin/chizhik/konfety/product/nabor-konfet-Minis-Mix-278-g,konfety,229.0,25.01.2024
"ПЕЧЕНЬЕ PEKKERS бисквитное, апельсин, в белой глазури, 600 г",/images/tovary/1795254.webp,/magazin/chizhik/pechenie/product/pechene-PEKKERS-biskvitnoe--apelsin--v-beloi-glazyri--600-g,pechenie,199.0,25.01.2024
"Крекер Tuc со сметаной и луком, 100 г",/images/tovary/1022328.webp,/magazin/chizhik/chipsy/product/kreker-Tuc-so-smetanoi-i-lykom--100-g,chipsy,59.0,25.01.2024
"Горбуша Дикое Море вяленая соломка со вкусом копчения, 40г",/images/tovary/1183092.webp,/magazin/chizhik/ribnie-konservy/product/gorbysha-dikoe-more-vyalenaya-solomka-so-vkysom-kopcheniya--40g,ribnie-konservy,59.0,25.01.2024
"Чай AHMAD TEA чёрный, strawberry cream, 25x1,5 г",/images/tovary/1795239.webp,/magazin/chizhik/chaj/product/chai-AHMAD-TEA-chyornii--strawberry-cream--25x1-5-g,chaj,89.0,25.01.2024
Коктейль Дикое Море из морепродуктов в рассоле 400Г 400 г,/images/tovary/1795233.webp,/magazin/chizhik/moreprodukty/product/kokteil-dikoe-more-iz-moreprodyktov-v-rassole-400g-400-g,moreprodukty,229.0,25.01.2024
Шампиньоны консервированные Хороший сезон резаные 425 г,/images/tovary/1694564.webp,/magazin/chizhik/gribnie-konservy/product/shampinoni-konservirovannie-horoshii-sezon-rezanie-425-g,gribnie-konservy,79.0,25.01.2024
Мини-кексы Юбилейное с кусочками молочного шоколада 140 г,/images/tovary/1791618.webp,/magazin/chizhik/keksy/product/mini-keksi-ubileinoe-s-kysochkami-molochnogo-shokolada-140-g,keksy,99.0,23.01.2024
"Печенье Акульчев Купелька с брусникой, 400 г",/images/tovary/164724.webp,/magazin/chizhik/pechenie/product/pechene-akylchev-kypelka-s-brysnikoi--400-g,pechenie,139.0,23.01.2024
Хлеб Дарницкий ЩЕДРЫЙ ГОД формовой в упаковке нарезанная часть изделия 320г,/images/tovary/1791615.webp,/magazin/chizhik/hleb/product/hleb-darnickii-shedrii-god-formovoi-v-ypakovke-narezannaya-chast-izdeliya-320g,hleb,19.0,23.01.2024
Крекер Tuc cо вкусом сметаны и лука 100 г,/images/tovary/1791616.webp,/magazin/chizhik/chipsy/product/kreker-Tuc-co-vkysom-smetani-i-lyka-100-g,chipsy,59.0,23.01.2024
"Чай чёрный Ahmad Tea Strawberry Cream, 25шт",/images/tovary/1791617.webp,/magazin/chizhik/chaj/product/chai-chyornii-Ahmad-Tea-Strawberry-Cream--25sht,chaj,89.0,23.01.2024
Хлеб ЩЕДРЫЙ ГОД Бородинский формовой нарезанная часть изделия в упаковке 350г,/images/tovary/1789824.webp,/magazin/chizhik/hleb/product/hleb-shedrii-god-borodinskii-formovoi-narezannaya-chast-izdeliya-v-ypakovke-350g,hleb,24.0,22.01.2024
"Шоколадные батончики Kinder Chocolate молочный, порционный 100 г",/images/tovary/1788361.webp,/magazin/chizhik/shokolad/product/shokoladnie-batonchiki-Kinder-Chocolate-molochnii--porcionnii-100-g,shokolad,119.0,21.01.2024
Апельсины вес до 1 кг,/images/tovary/1787337.webp,/magazin/chizhik/frukty/product/apelsini-ves-do-1-kg,frukty,133.0,20.01.2024
Кабачки 1кг,/images/tovary/450384.png,/magazin/chizhik/ovoshchi/product/kabachki-1kg,ovoshchi,269.0,19.01.2024
Груши Конференс 800 г,/images/tovary/1694526.webp,/magazin/chizhik/frukty/product/gryshi-konferens-800-g,frukty,207.0,19.01.2024
"Корнишоны ДЯДЯ ВАНЯ по-французски, 460г",/images/tovary/1396431.webp,/magazin/chizhik/ovoshnie-konservy/product/kornishoni-dyadya-vanya-po-francyzski--460g,ovoshnie-konservy,109.0,19.01.2024
Паста томатная Помидорка 70г,/images/tovary/872322.webp,/magazin/chizhik/ovoshnie-konservy/product/pasta-tomatnaya-pomidorka-70g,ovoshnie-konservy,49.0,19.01.2024
Рулет швейцарский с вареной сгущенкой ТМ Яшкино 200 г,/images/tovary/1700342.webp,/magazin/chizhik/keksy/product/rylet-shveicarskii-s-varenoi-sgyshenkoi-tm-yashkino-200-g,keksy,49.0,19.01.2024
"Пломбир Светаево ванильный 15%, 250г",/images/tovary/1183027.webp,/magazin/chizhik/morozhenoe/product/plombir-svetaevo-vanilnii-15--250g,morozhenoe,79.0,19.01.2024
"Пломбир Светаево ванильный в шоколадной глазури 15%, 90г",/images/tovary/1183296.webp,/magazin/chizhik/morozhenoe/product/plombir-svetaevo-vanilnii-v-shokoladnoi-glazyri-15--90g,morozhenoe,39.0,19.01.2024
"Мороженое пломбир Светаево ванильный в вафлях 14%, 80г",/images/tovary/1183433.webp,/magazin/chizhik/morozhenoe/product/morojenoe-plombir-svetaevo-vanilnii-v-vaflyah-14--80g,morozhenoe,29.0,19.01.2024
КАРУСЕЛИ Изделие хлебобулочное сдобное Плюшка Московская 150г,/images/tovary/1182936.webp,/magazin/chizhik/sladkaya-vipechka/product/karuseli-izdelie-hlebobylochnoe-sdobnoe-plushka-moskovskaya-150g,sladkaya-vipechka,24.0,19.01.2024
Печенье Воздушное Морозко,/images/tovary/1183038.webp,/magazin/chizhik/pechenie/product/pechene-vozdyshnoe-morozko,pechenie,99.0,19.01.2024
Крекер Яшкино с кунжутом 185 г,/images/tovary/1694589.webp,/magazin/chizhik/pechenie/product/kreker-yashkino-s-kynjytom-185-g,pechenie,29.0,19.01.2024
ЩЕДРЫЙ ГОД Изделие хлебобулочное Лаваш Армянский тонкий 360г,/images/tovary/1182939.webp,/magazin/chizhik/hleb/product/shedrii-god-izdelie-hlebobylochnoe-lavash-armyanskii-tonkii-360g,hleb,39.0,19.01.2024
Соус майонезный Astoria сметанный с грибами для мясных блюд 233 мл,/images/tovary/1700345.webp,/magazin/chizhik/sous/product/soys-maioneznii-Astoria-smetannii-s-gribami-dlya-myasnih-blud-233-ml,sous,49.0,19.01.2024
Соус Heinz Сырный 200 г,/images/tovary/1700360.webp,/magazin/chizhik/sous/product/soys-Heinz-sirnii-200-g,sous,79.0,19.01.2024
Кукурузные палочки Кузя Лакомкин сладкие 85 г,/images/tovary/1694528.webp,/magazin/chizhik/sladosti/product/kykyryznie-palochki-kyzya-lakomkin-sladkie-85-g,sladosti,49.0,19.01.2024
Сельдь Дикое Море атлантическая слабосоленая филе в масле 250г,/images/tovary/1183374.webp,/magazin/chizhik/seledka/product/seld-dikoe-more-atlanticheskaya-slabosolenaya-file-v-masle-250g,seledka,109.0,19.01.2024
"Сухарики ржаные Холодец с хреном «3 Корочки», 40 г",/images/tovary/44179.webp,/magazin/chizhik/chipsy/product/syhariki-rjanie-holodec-s-hrenom-3-korochki--40-g,chipsy,9.0,19.01.2024
Лапша Big Bon 95гр Куриная с Пряным соусом чашка,/images/tovary/1761681.webp,/magazin/chizhik/bakaleya/product/lapsha-Big-Bon-95gr-kyrinaya-s-pryanim-soysom-chashka,bakaleya,39.0,19.01.2024
Готовый завтрак шарики Любятово Шоколадные 500 г,/images/tovary/1694578.webp,/magazin/chizhik/gotovie-zavtraki/product/gotovii-zavtrak-shariki-lubyatovo-shokoladnie-500-g,gotovie-zavtraki,129.0,19.01.2024
Хлопья Любятово кукурузные 300 г,/images/tovary/1230955.webp,/magazin/chizhik/gotovie-zavtraki/product/hlopya-lubyatovo-kykyryznie-300-g,gotovie-zavtraki,59.0,19.01.2024
Халва Рот Фронт в шоколадной глазури 370 г,/images/tovary/833944.webp,/magazin/chizhik/vostochnie-sladosti/product/halva-rot-front-v-shokoladnoi-glazyri-370-g,vostochnie-sladosti,179.0,19.01.2024
"Томатная паста ПОМИДОРКА, Россия, 380 г",/images/tovary/780958.webp,/magazin/chizhik/tomatnaya-pasta/product/tomatnaya-pasta-pomidorka--rossiya--380-g,tomatnaya-pasta,99.0,19.01.2024
